WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
3503,35,3,JULY,7,"11,12"
2901,29,1,APRIL,4,"2,3"
3802,38,2,AUGUST,8,1
4409,44,9,OCTOBER,10,"1,11"
3204,32,4,SEPTEMBER,9,"6,7"
1808,18,8,NOVEMBER,11,"12,13"
3108,31,8,SEPTEMBER,9,"6,7"
3403,34,3,APRIL,4,"6,9"
1804,18,4,MAY,5,"29,30"
4606,46,6,JULY,7,"17,18"
2107,21,7,OCTOBER,10,1
3206,32,6,JUNE,6,"22,25"
4404,44,4,OCTOBER,10,"24,25"
1601,16,1,MAY,5,"8,9"
3502,35,2,JUNE,6,"6,7"
2605,26,5,APRIL,4,"12,13"
3703,37,3,OCTOBER,10,"25,26"
3006,30,6,APRIL,4,"16,17"
1804,18,4,APRIL,4,"10,11"
2707,27,7,OCTOBER,10,"9,10"
4604,46,4,MAY,5,"9,10"
1501,15,1,JUNE,6,"26,27"
3004,30,4,MAY,5,"10,11"
2509,25,9,SEPTEMBER,9,"25,26"
3103,31,3,JULY,7,"19,20"
3803,38,3,AUGUST,8,"2,3"
4308,43,8,OCTOBER,10,"17,23,24,30,31"
1209,12,9,SEPTEMBER,9,"14,17"
3206,32,6,MAY,5,"14,15"
3305,33,5,OCTOBER,10,"2,3"
3605,36,5,MAY,5,"22,23"
4106,41,6,JUNE,6,"22,25"
2604,26,4,APRIL,4,"23,24"
4901,49,1,JUNE,6,"12,13"
4905,49,5,APRIL,4,"16,17"
5007,50,7,OCTOBER,10,"9,10"
1508,15,8,SEPTEMBER,9,"12,13"
1201,12,1,NOVEMBER,11,"16,19"
1501,15,1,JULY,7,"25,26"
1406,14,6,OCTOBER,10,"17,18"
4902,49,2,SEPTEMBER,9,"26,27"
1903,19,3,AUGUST,8,"28,29"
1401,14,1,OCTOBER,10,"2,3"
1906,19,6,JUNE,6,"26,27"
1008,10,8,SEPTEMBER,9,"14,17"
3308,33,8,AUGUST,8,"30,31"
2406,24,6,APRIL,4,"16,17"
3008,30,8,MAY,5,"22,23"
4909,49,9,JUNE,6,1
3109,31,9,MAY,5,"29,30"
3708,37,8,NOVEMBER,11,"8,9"
2005,20,5,SEPTEMBER,9,5
1201,12,1,APRIL,4,"2,3,30"
2309,23,9,AUGUST,8,"10,13"
5004,50,4,SEPTEMBER,9,"10,11"
3908,39,8,SEPTEMBER,9,"6,7"
4809,48,9,SEPTEMBER,9,"14,17"
3406,34,6,JUNE,6,"26,27"
3907,39,7,SEPTEMBER,9,"4,5"
4907,49,7,SEPTEMBER,9,"6,7"
4908,49,8,APRIL,4,"24,25"
2603,26,3,AUGUST,8,"24,27"
4901,49,1,AUGUST,8,"20,21"
2603,26,3,JUNE,6,"26,27"
3705,37,5,NOVEMBER,11,1
1006,10,6,JULY,7,"23,24"
4409,44,9,MAY,5,"14,15"
1103,11,3,APRIL,4,"10,11"
1201,12,1,JULY,7,"25,26"
3607,36,7,AUGUST,8,"16,17"
4406,44,6,APRIL,4,"24,25"
4702,47,2,APRIL,4,"16,17"
3307,33,7,MAY,5,1
4906,49,6,OCTOBER,10,"9,10"
3005,30,5,JULY,7,"17,18"
1209,12,9,OCTOBER,10,"15,16"
4608,46,8,APRIL,4,"23,24"
1206,12,6,SEPTEMBER,9,"6,7"
4304,43,4,JULY,7,"25,26,27,30"
1703,17,3,SEPTEMBER,9,"26,27"
4403,44,3,SEPTEMBER,9,"19,20"
2707,27,7,JULY,7,"13,16"
3201,32,1,NOVEMBER,11,"9,10"
3706,37,6,NOVEMBER,11,"2,5"
1403,14,3,OCTOBER,10,"9,10"
2408,24,8,SEPTEMBER,9,"26,27"
1508,15,8,OCTOBER,10,"11,12"
4802,48,2,AUGUST,8,"24,27"
3502,35,2,APRIL,4,"4,5"
4801,48,1,MAY,5,"1,29,30"
4408,44,8,JULY,7,"24,25"
4104,41,4,MAY,5,"4,7"
3701,37,1,JULY,7,31
1006,10,6,OCTOBER,10,"29,30"
2908,29,8,JULY,7,"11,12"
3706,37,6,JULY,7,"5,6"
2202,22,2,MAY,5,"14,15"
3301,33,1,SEPTEMBER,9,"20,21"
3203,32,3,MAY,5,"4,7"
3208,32,8,SEPTEMBER,9,"18,19"
1607,16,7,AUGUST,8,"8,9"
3307,33,7,APRIL,4,30
4704,47,4,AUGUST,8,"2,3"
1203,12,3,AUGUST,8,"28,29"
3007,30,7,OCTOBER,10,"25,26"
2504,25,4,OCTOBER,10,"9,10"
3003,30,3,SEPTEMBER,9,"12,13"
2904,29,4,OCTOBER,10,"29,30"
2107,21,7,AUGUST,8,"6,7"
4301,43,1,NOVEMBER,11,"6,7,8,9"
2804,28,4,SEPTEMBER,9,"14,17"
3506,35,6,JULY,7,"19,20"
3001,30,1,MAY,5,"2,3"
1206,12,6,JUNE,6,"12,13"
2804,28,4,JUNE,6,"22,25"
3108,31,8,OCTOBER,10,"11,12"
2804,28,4,APRIL,4,"10,11"
2405,24,5,SEPTEMBER,9,"18,19"
2903,29,3,JUNE,6,"26,27"
4305,43,5,APRIL,4,"2,3,4,5"
2305,23,5,NOVEMBER,11,16
4307,43,7,AUGUST,8,"10,13,14,15"
1904,19,4,AUGUST,8,"30,31"
5003,50,3,SEPTEMBER,9,"20,21"
3608,36,8,AUGUST,8,"20,21"
2607,26,7,JULY,7,"10,11"
2008,20,8,SEPTEMBER,9,"12,13"
2107,21,7,APRIL,4,"18,19"
3607,36,7,MAY,5,"29,30"
4301,43,1,MAY,5,"29,30,31"
4401,44,1,APRIL,4,"2,9"
3306,33,6,OCTOBER,10,"4,5"
3402,34,2,AUGUST,8,"24,27"
4502,45,2,APRIL,4,"4,5"
4601,46,1,JULY,7,"2,3"
1205,12,5,SEPTEMBER,9,"4,5"
2607,26,7,OCTOBER,10,"9,10"
4302,43,2,AUGUST,8,"22,23,24,27"
1108,11,8,APRIL,4,30
1203,12,3,JULY,7,"2,3,31"
3305,33,5,JUNE,6,"4,5"
1009,10,9,AUGUST,8,1
3209,32,9,SEPTEMBER,9,"20,21"
1905,19,5,JUNE,6,"22,25"
4308,43,8,AUGUST,8,"1,7,8,14,15,21,22,28,29"
3908,39,8,APRIL,4,"20,23"
2905,29,5,JULY,7,"2,3"
3004,30,4,APRIL,4,"10,11"
3201,32,1,SEPTEMBER,9,"28,29"
4607,46,7,NOVEMBER,11,"15,16"
2204,22,4,APRIL,4,"10,11"
3304,33,4,MAY,5,31
2103,21,3,SEPTEMBER,9,"18,19"
4106,41,6,AUGUST,8,"9,10"
4604,46,4,OCTOBER,10,"10,11"
4601,46,1,MAY,5,"1,2"
2609,26,9,SEPTEMBER,9,"18,19"
2502,25,2,AUGUST,8,"1,2"
2008,20,8,OCTOBER,10,"30,31"
3104,31,4,SEPTEMBER,9,28
2502,25,2,SEPTEMBER,9,"5,6"
2701,27,1,SEPTEMBER,9,"20,21"
3801,38,1,APRIL,4,"2,3"
2404,24,4,JULY,7,"13,16"
1001,10,1,JULY,7,"9,10"
1105,11,5,OCTOBER,10,"19,22,23,24"
4607,46,7,APRIL,4,"19,20"
2804,28,4,MAY,5,"16,17"
2207,22,7,APRIL,4,"18,19"
2904,29,4,JUNE,6,"28,29"
