ESTACION,TIEMPO,AIRETEMPERATURA,BULBOTEMPERATURA,HUMEDAD,INTECIDADLLUVIA,INTERVALOLLUVIA,LLUVIATOTAL,PRECICION,DIRECIONVIENTO,VELOCIDADVIENTO,VELOCIDADMAXIMA,BAROMETRICA,RADIACIONSOLAR,RUMBO,BATERIA,HORAMEDICION,ID
63rd Street Weather Station,,234,16,46,0,0,7321,0,292,25,47,9927,263,354,12,,63rdStreetWeatherStation201608211700
Oak Street Weather Station,,237,16,45,0,0,2549,0,1,32,5,9931,119,1,121,,OakStreetWeatherStation201608211700
63rd Street Weather Station,,234,161,47,0,0,7321,0,337,25,52,993,61,354,12,,63rdStreetWeatherStation201608211800
Oak Street Weather Station,,237,157,43,0,0,2549,0,356,14,28,9934,29,1,12,,OakStreetWeatherStation201608211800
63rd Street Weather Station,,23,158,47,0,0,7321,0,290,15,34,9934,96,354,12,,63rdStreetWeatherStation201608211900
Oak Street Weather Station,,232,153,43,0,0,2549,0,324,15,31,9937,13,1,12,,OakStreetWeatherStation201608211900
63rd Street Weather Station,,221,152,48,0,0,7321,0,312,11,35,9939,1,354,119,,63rdStreetWeatherStation201608212000
Oak Street Weather Station,,228,154,46,0,0,2549,0,335,19,31,9944,-2,1,12,,OakStreetWeatherStation201608212000
63rd Street Weather Station,,214,151,52,0,0,7321,0,298,1,25,9949,1,354,119,,63rdStreetWeatherStation201608212100
Oak Street Weather Station,,221,154,50,0,0,2549,0,348,14,2,9954,-3,1,12,,OakStreetWeatherStation201608212100
63rd Street Weather Station,,209,15,53,0,0,7321,0,300,9,16,9954,1,354,119,,63rdStreetWeatherStation201608212200
Oak Street Weather Station,,215,147,47,0,0,2549,0,319,11,23,9958,-2,1,121,,OakStreetWeatherStation201608212200
63rd Street Weather Station,,202,151,58,0,0,7321,0,289,9,19,9958,1,354,119,,63rdStreetWeatherStation201608212300
Oak Street Weather Station,,211,148,51,0,0,2549,0,342,13,22,9963,-2,1,121,,OakStreetWeatherStation201608212300
63rd Street Weather Station,,192,151,65,0,0,7321,0,274,14,17,9963,1,354,119,,63rdStreetWeatherStation201608222400
Oak Street Weather Station,,203,144,53,0,0,2549,0,273,7,15,9968,-2,1,121,,OakStreetWeatherStation201608222400
63rd Street Weather Station,,186,15,69,0,0,7321,0,272,17,22,9968,1,354,119,,63rdStreetWeatherStation201608220100
Oak Street Weather Station,,20,146,56,0,0,2549,0,248,12,18,9973,-2,1,12,,OakStreetWeatherStation201608220100
63rd Street Weather Station,,18,147,71,0,0,7321,0,267,17,22,9969,2,354,119,,63rdStreetWeatherStation201608220200
Oak Street Weather Station,,197,146,58,0,0,2549,0,258,7,21,9974,-2,1,12,,OakStreetWeatherStation201608220200
63rd Street Weather Station,,169,148,80,0,0,7321,0,257,12,14,9972,2,355,119,,63rdStreetWeatherStation201608220300
Oak Street Weather Station,,194,146,60,0,0,2549,0,267,12,2,9977,-2,1,121,,OakStreetWeatherStation201608220300
63rd Street Weather Station,,167,146,80,0,0,7321,0,257,21,25,9975,2,354,119,,63rdStreetWeatherStation201608220400
Oak Street Weather Station,,194,146,60,0,0,2549,0,267,1,16,9979,-2,1,12,,OakStreetWeatherStation201608220400
63rd Street Weather Station,,163,143,81,0,0,7321,0,267,17,26,9977,2,355,119,,63rdStreetWeatherStation201608220500
Oak Street Weather Station,,191,146,62,0,0,2549,0,260,21,36,9983,-2,1,121,,OakStreetWeatherStation201608220500
63rd Street Weather Station,,16,142,82,0,0,7321,0,265,13,18,9981,4,354,119,,63rdStreetWeatherStation201608220600
Oak Street Weather Station,,19,144,60,0,0,2549,0,276,15,23,9986,1,1,12,,OakStreetWeatherStation201608220600
63rd Street Weather Station,,175,151,78,0,0,7321,0,260,25,33,9988,84,355,12,,63rdStreetWeatherStation201608220700
Oak Street Weather Station,,198,15,60,0,0,2549,0,273,12,2,9993,36,1,12,,OakStreetWeatherStation201608220700
63rd Street Weather Station,,194,157,68,0,0,7321,0,269,19,25,9995,246,356,118,,63rdStreetWeatherStation201608220800
Oak Street Weather Station,,209,151,54,0,0,2549,0,246,12,35,9999,333,1,12,,OakStreetWeatherStation201608220800
63rd Street Weather Station,,217,161,57,0,0,7321,0,252,14,23,9998,424,356,119,,63rdStreetWeatherStation201608220900
Oak Street Weather Station,,224,152,46,0,0,2549,0,23,5,12,10002,483,2,121,,OakStreetWeatherStation201608220900
63rd Street Weather Station,,224,158,50,0,0,7321,0,102,9,2,10002,579,355,119,,63rdStreetWeatherStation201608221000
Oak Street Weather Station,,223,164,55,0,0,2549,0,87,1,18,10007,624,1,121,,OakStreetWeatherStation201608221000
63rd Street Weather Station,,221,161,54,0,0,7321,0,109,1,15,10003,706,355,119,,63rdStreetWeatherStation201608221100
Oak Street Weather Station,,228,157,47,0,0,2549,0,99,15,26,10007,734,1,121,,OakStreetWeatherStation201608221100
63rd Street Weather Station,,223,17,59,0,0,7321,0,166,18,34,10001,809,354,12,,63rdStreetWeatherStation201608221200
Oak Street Weather Station,,232,164,49,0,0,2549,0,113,22,46,10005,792,1,121,,OakStreetWeatherStation201608221200
63rd Street Weather Station,,241,162,44,0,0,7321,0,218,17,33,9997,821,354,119,,63rdStreetWeatherStation201608221300
Oak Street Weather Station,,235,166,50,0,0,2549,0,115,22,42,10002,797,1,121,,OakStreetWeatherStation201608221300
63rd Street Weather Station,,245,168,45,0,0,7321,0,196,25,38,9994,797,354,12,,63rdStreetWeatherStation201608221400
Oak Street Weather Station,,232,172,55,0,0,2549,0,104,2,34,9997,748,1,12,,OakStreetWeatherStation201608221400
63rd Street Weather Station,,251,171,45,0,0,7321,0,253,25,54,999,726,354,12,,63rdStreetWeatherStation201608221500
Oak Street Weather Station,,245,175,50,0,0,2549,0,116,17,35,9993,662,1,121,,OakStreetWeatherStation201608221500
63rd Street Weather Station,,253,173,45,0,0,7321,0,217,31,48,9986,588,354,119,,63rdStreetWeatherStation201608221600
Oak Street Weather Station,,247,178,51,0,0,2549,0,99,18,42,9988,523,1,119,,OakStreetWeatherStation201608221600
63rd Street Weather Station,,256,177,46,0,0,7321,0,243,19,31,9985,427,352,119,,63rdStreetWeatherStation201608221700
Oak Street Weather Station,,262,174,41,0,0,2549,0,115,15,34,9988,302,1,119,,OakStreetWeatherStation201608221700
63rd Street Weather Station,,253,18,49,0,0,7321,0,207,3,47,9984,250,353,118,,63rdStreetWeatherStation201608221800
Oak Street Weather Station,,252,17,44,0,0,2549,0,185,11,25,9987,15,1,12,,OakStreetWeatherStation201608221800
63rd Street Weather Station,,248,179,51,0,0,7321,0,234,19,41,9984,83,353,119,,63rdStreetWeatherStation201608221900
Oak Street Weather Station,,249,175,48,0,0,2549,0,108,8,21,9987,9,1,121,,OakStreetWeatherStation201608221900
63rd Street Weather Station,,239,175,53,0,0,7321,0,242,24,42,9986,0,354,12,,63rdStreetWeatherStation201608222000
Oak Street Weather Station,,245,174,49,0,0,2549,0,61,14,33,9989,-3,1,121,,OakStreetWeatherStation201608222000
63rd Street Weather Station,,23,176,59,0,0,7321,0,185,1,15,9992,0,355,119,,63rdStreetWeatherStation201608222100
Oak Street Weather Station,,237,174,53,0,0,2549,0,0,0,7,9995,-3,1,119,,OakStreetWeatherStation201608222100
63rd Street Weather Station,,223,179,66,0,0,7321,0,189,21,35,9994,1,354,12,,63rdStreetWeatherStation201608222200
Oak Street Weather Station,,234,177,57,0,0,2549,0,108,5,12,9997,-3,1,12,,OakStreetWeatherStation201608222200
63rd Street Weather Station,,215,178,70,0,0,7321,0,203,17,35,9994,0,354,119,,63rdStreetWeatherStation201608222300
Oak Street Weather Station,,233,177,58,0,0,2549,0,95,11,2,9998,-3,1,12,,OakStreetWeatherStation201608222300
63rd Street Weather Station,,211,175,71,0,0,7321,0,224,11,34,9996,1,354,119,,63rdStreetWeatherStation201608232400
Oak Street Weather Station,,228,175,59,0,0,2549,0,0,0,1,9999,-3,1,12,,OakStreetWeatherStation201608232400
63rd Street Weather Station,,205,173,73,0,0,7321,0,207,15,26,9999,1,354,12,,63rdStreetWeatherStation201608230100
Oak Street Weather Station,,227,175,60,0,0,2549,0,0,4,15,10002,-3,1,119,,OakStreetWeatherStation201608230100
63rd Street Weather Station,,199,171,76,0,0,7321,0,207,14,23,9997,1,354,119,,63rdStreetWeatherStation201608230200
Oak Street Weather Station,,223,173,61,0,0,2549,0,260,8,28,1000,-3,1,121,,OakStreetWeatherStation201608230200
63rd Street Weather Station,,196,17,78,0,0,7321,0,212,17,26,9997,1,354,119,,63rdStreetWeatherStation201608230300
Oak Street Weather Station,,218,17,62,0,0,2549,0,0,3,15,9999,-3,1,12,,OakStreetWeatherStation201608230300
63rd Street Weather Station,,19,167,80,0,0,7321,0,234,13,21,1000,1,355,119,,63rdStreetWeatherStation201608230400
Oak Street Weather Station,,22,171,62,0,0,2549,0,276,17,48,1000,-2,1,12,,OakStreetWeatherStation201608230400
63rd Street Weather Station,,186,165,81,0,0,7321,0,221,11,24,9999,1,354,119,,63rdStreetWeatherStation201608230500
Oak Street Weather Station,,217,17,63,0,0,2549,0,345,8,39,10002,-3,1,12,,OakStreetWeatherStation201608230500
63rd Street Weather Station,,182,163,83,0,0,7321,0,195,14,26,1000,3,354,119,,63rdStreetWeatherStation201608230600
Oak Street Weather Station,,217,171,63,0,0,2549,0,308,5,21,10003,0,1,12,,OakStreetWeatherStation201608230600
63rd Street Weather Station,,189,166,79,0,0,7321,0,207,21,5,10004,79,354,119,,63rdStreetWeatherStation201608230700
Oak Street Weather Station,,232,177,59,0,0,2549,0,313,4,12,10007,30,1,12,,OakStreetWeatherStation201608230700
63rd Street Weather Station,,206,175,74,0,0,7321,0,206,22,35,10007,224,357,119,,63rdStreetWeatherStation201608230800
Oak Street Weather Station,,231,176,59,0,0,2549,0,36,6,22,1001,329,2,121,,OakStreetWeatherStation201608230800
63rd Street Weather Station,,224,183,68,0,0,7321,0,201,26,56,10012,403,356,119,,63rdStreetWeatherStation201608230900
Oak Street Weather Station,,239,181,57,0,0,2549,0,330,1,17,10014,486,2,121,,OakStreetWeatherStation201608230900
63rd Street Weather Station,,242,19,61,0,0,7321,0,241,37,66,10012,579,356,119,,63rdStreetWeatherStation201608231000
Oak Street Weather Station,,254,188,54,0,0,2549,0,186,7,25,10015,626,2,121,,OakStreetWeatherStation201608231000
63rd Street Weather Station,,25,195,60,0,0,7321,0,228,34,65,1001,640,355,12,,63rdStreetWeatherStation201608231100
Oak Street Weather Station,,26,188,51,0,0,2549,0,0,5,15,10013,807,2,121,,OakStreetWeatherStation201608231100
63rd Street Weather Station,,255,195,57,0,0,7321,0,232,33,59,10007,918,355,12,,63rdStreetWeatherStation201608231200
Oak Street Weather Station,,26,192,53,0,0,2549,0,75,18,24,10009,844,1,12,,OakStreetWeatherStation201608231200
63rd Street Weather Station,,26,193,54,0,0,7321,0,197,46,83,9998,904,355,12,,63rdStreetWeatherStation201608231300
Oak Street Weather Station,,265,19,49,0,0,2549,0,61,14,25,10003,859,1,121,,OakStreetWeatherStation201608231300
63rd Street Weather Station,,26,188,51,0,0,7321,0,173,73,102,9991,765,355,119,,63rdStreetWeatherStation201608231400
Oak Street Weather Station,,275,193,46,0,0,2549,0,117,15,29,9995,778,1,121,,OakStreetWeatherStation201608231400
63rd Street Weather Station,,265,199,55,0,0,7321,0,180,39,72,9989,710,353,118,,63rdStreetWeatherStation201608231500
Oak Street Weather Station,,274,195,48,0,0,2549,0,99,15,28,9991,661,1,121,,OakStreetWeatherStation201608231500
63rd Street Weather Station,,267,199,53,0,0,7321,0,202,36,109,9986,581,354,119,,63rdStreetWeatherStation201608231600
Oak Street Weather Station,,278,196,47,0,0,2549,0,6,1,28,9987,518,1,121,,OakStreetWeatherStation201608231600
63rd Street Weather Station,,265,199,54,0,0,7321,0,194,45,79,9984,400,354,12,,63rdStreetWeatherStation201608231700
Oak Street Weather Station,,273,194,48,0,0,2549,0,0,0,26,9987,289,1,121,,OakStreetWeatherStation201608231700
63rd Street Weather Station,,261,198,56,0,0,7321,0,211,4,78,9985,252,354,12,,63rdStreetWeatherStation201608231800
Oak Street Weather Station,,267,193,50,0,0,2549,0,152,12,23,9988,92,1,122,,OakStreetWeatherStation201608231800
63rd Street Weather Station,,259,199,58,0,0,7321,0,194,32,69,9981,63,354,12,,63rdStreetWeatherStation201608231900
Oak Street Weather Station,,261,196,55,0,0,2549,0,84,16,38,9984,16,1,121,,OakStreetWeatherStation201608231900
63rd Street Weather Station,,253,199,61,0,0,7321,0,184,35,59,9977,0,354,119,,63rdStreetWeatherStation201608232000
Oak Street Weather Station,,258,196,56,0,0,2549,0,109,9,22,998,-3,1,12,,OakStreetWeatherStation201608232000
63rd Street Weather Station,,248,198,63,0,0,7321,0,178,25,46,9976,0,354,119,,63rdStreetWeatherStation201608232100
Oak Street Weather Station,,252,195,59,0,0,2549,0,115,16,34,9979,-4,1,12,,OakStreetWeatherStation201608232100
63rd Street Weather Station,,244,199,66,0,0,7321,0,183,29,45,9974,0,354,12,,63rdStreetWeatherStation201608232200
Oak Street Weather Station,,246,195,62,0,0,2549,0,132,11,28,9976,-3,1,121,,OakStreetWeatherStation201608232200
63rd Street Weather Station,,242,199,67,0,0,7321,0,181,34,5,9969,0,355,119,,63rdStreetWeatherStation201608232300
Oak Street Weather Station,,244,196,64,0,0,2549,0,40,7,17,9974,-3,1,121,,OakStreetWeatherStation201608232300
63rd Street Weather Station,,241,20,69,0,0,7321,0,203,35,57,9966,0,354,119,,63rdStreetWeatherStation201608242400
Oak Street Weather Station,,247,195,62,0,0,2549,0,0,8,23,9969,-4,1,121,,OakStreetWeatherStation201608242400
63rd Street Weather Station,,236,198,70,0,0,7321,0,203,25,48,9964,0,353,12,,63rdStreetWeatherStation201608240100
Oak Street Weather Station,,244,194,62,0,0,2549,0,0,5,12,9967,-3,1,121,,OakStreetWeatherStation201608240100
63rd Street Weather Station,,237,197,69,0,0,7321,0,210,3,59,996,0,354,12,,63rdStreetWeatherStation201608240200
Oak Street Weather Station,,244,194,63,0,0,2549,0,0,5,14,9964,-3,1,122,,OakStreetWeatherStation201608240200
63rd Street Weather Station,,233,201,75,0,0,7321,0,216,28,51,9957,0,354,119,,63rdStreetWeatherStation201608240300
Oak Street Weather Station,,245,203,69,0,0,2549,0,313,9,33,9958,-3,1,121,,OakStreetWeatherStation201608240300
63rd Street Weather Station,,233,201,75,0,0,7321,0,220,29,73,9951,0,354,119,,63rdStreetWeatherStation201608240400
Oak Street Weather Station,,241,203,71,0,0,2549,0,237,19,5,9952,-3,1,12,,OakStreetWeatherStation201608240400
63rd Street Weather Station,,228,201,78,0,0,7321,0,202,31,74,994,0,354,119,,63rdStreetWeatherStation201608240500
Oak Street Weather Station,,236,202,74,0,0,2549,0,79,6,17,9942,-3,1,121,,OakStreetWeatherStation201608240500
63rd Street Weather Station,,227,204,82,0,0,7321,0,207,28,72,994,5,354,119,,63rdStreetWeatherStation201608240600
Oak Street Weather Station,,237,204,75,0,0,2549,0,219,1,22,9943,1,1,121,,OakStreetWeatherStation201608240600
63rd Street Weather Station,,226,208,85,0,0,7321,0,201,38,76,9936,43,355,12,,63rdStreetWeatherStation201608240700
63rd Street Weather Station,,232,215,86,0,0,7321,0,226,29,57,9944,31,354,119,,63rdStreetWeatherStation201608240800
Oak Street Weather Station,,236,211,80,0,0,2549,60,265,19,59,9946,17,1,12,,OakStreetWeatherStation201608240800
63rd Street Weather Station,,223,217,95,36,45,7366,60,219,22,38,9941,19,354,12,,63rdStreetWeatherStation201608240900
Oak Street Weather Station,,228,215,89,15,43,2592,60,0,7,19,9944,20,2,12,,OakStreetWeatherStation201608240900
63rd Street Weather Station,,229,224,96,0,2,7387,0,191,37,9,9932,196,354,119,,63rdStreetWeatherStation201608241000
Oak Street Weather Station,,237,224,90,0,16,2609,0,90,4,17,9934,172,1,12,,OakStreetWeatherStation201608241000
63rd Street Weather Station,,233,228,96,342,38,7424,60,236,36,55,9938,23,354,119,,63rdStreetWeatherStation201608241100
Oak Street Weather Station,,236,223,90,36,14,2623,60,0,8,2,9936,33,1,121,,OakStreetWeatherStation201608241100
63rd Street Weather Station,,234,23,97,0,108,7532,0,192,52,84,9925,271,355,119,,63rdStreetWeatherStation201608241200
Oak Street Weather Station,,238,222,87,0,38,2661,60,0,1,29,9921,367,1,121,,OakStreetWeatherStation201608241200
63rd Street Weather Station,,25,235,88,0,0,7532,0,198,42,96,9913,660,355,119,,63rdStreetWeatherStation201608241300
Oak Street Weather Station,,255,23,81,0,0,2661,0,80,16,5,9914,202,1,121,,OakStreetWeatherStation201608241300
63rd Street Weather Station,,269,246,83,0,0,7532,0,230,39,63,9908,316,354,119,,63rdStreetWeatherStation201608241400
Oak Street Weather Station,,272,239,76,0,0,2661,0,0,11,4,9913,687,1,12,,OakStreetWeatherStation201608241400
63rd Street Weather Station,,285,246,73,0,0,7532,0,260,64,111,9906,362,355,119,,63rdStreetWeatherStation201608241500
Oak Street Weather Station,,285,242,71,0,0,2661,0,235,9,21,991,821,1,121,,OakStreetWeatherStation201608241500
63rd Street Weather Station,,285,244,71,0,0,7532,0,266,56,106,9906,499,354,12,,63rdStreetWeatherStation201608241600
Oak Street Weather Station,,292,243,67,0,0,2661,0,96,9,14,9909,483,1,119,,OakStreetWeatherStation201608241600
63rd Street Weather Station,,286,244,71,0,0,7532,0,262,6,9,9911,410,353,12,,63rdStreetWeatherStation201608241700
Oak Street Weather Station,,296,245,66,0,0,2661,0,265,24,59,9914,404,1,121,,OakStreetWeatherStation201608241700
63rd Street Weather Station,,287,245,71,0,0,7532,0,265,41,65,9913,239,354,119,,63rdStreetWeatherStation201608241800
Oak Street Weather Station,,293,239,64,0,0,2661,0,286,12,4,9915,24,1,121,,OakStreetWeatherStation201608241800
63rd Street Weather Station,,286,245,71,0,0,7532,0,261,48,63,9918,59,355,12,,63rdStreetWeatherStation201608241900
Oak Street Weather Station,,289,234,63,0,0,2661,0,272,9,17,9923,12,1,12,,OakStreetWeatherStation201608241900
63rd Street Weather Station,,276,241,75,0,0,7532,0,253,17,27,9924,0,354,119,,63rdStreetWeatherStation201608242000
Oak Street Weather Station,,281,236,69,0,0,2661,0,0,0,15,9926,-4,1,121,,OakStreetWeatherStation201608242000
63rd Street Weather Station,,271,242,79,0,0,7532,0,243,16,22,9928,0,355,12,,63rdStreetWeatherStation201608242100
Oak Street Weather Station,,281,239,71,0,0,2661,0,252,12,23,9932,-4,1,12,,OakStreetWeatherStation201608242100
63rd Street Weather Station,,261,239,83,0,0,7532,0,213,11,21,9927,0,354,119,,63rdStreetWeatherStation201608242200
Oak Street Weather Station,,276,239,74,0,0,2661,0,263,9,33,9929,-4,1,121,,OakStreetWeatherStation201608242200
63rd Street Weather Station,,254,235,86,0,0,7532,0,225,21,4,9927,0,354,12,,63rdStreetWeatherStation201608242300
Oak Street Weather Station,,272,236,74,0,0,2661,0,259,16,39,993,-4,1,12,,OakStreetWeatherStation201608242300
63rd Street Weather Station,,253,233,85,0,0,7532,0,235,22,35,9925,0,354,118,,63rdStreetWeatherStation201608252400
Oak Street Weather Station,,268,232,74,0,0,2661,0,261,21,41,9928,-4,1,12,,OakStreetWeatherStation201608252400
63rd Street Weather Station,,25,231,85,0,1,7533,60,241,23,36,9928,0,355,119,,63rdStreetWeatherStation201608250100
Oak Street Weather Station,,265,233,77,0,2,2663,60,272,17,34,9932,-4,1,12,,OakStreetWeatherStation201608250100
63rd Street Weather Station,,235,228,95,6,42,7575,60,217,11,21,9928,0,354,12,,63rdStreetWeatherStation201608250200
Oak Street Weather Station,,244,228,87,0,46,2709,0,271,8,4,9931,-3,1,121,,OakStreetWeatherStation201608250200
63rd Street Weather Station,,234,228,94,0,0,7576,0,237,22,36,9926,0,354,12,,63rdStreetWeatherStation201608250300
Oak Street Weather Station,,244,228,87,0,0,271,0,294,7,17,9927,-3,1,121,,OakStreetWeatherStation201608250300
63rd Street Weather Station,,229,222,94,0,13,7588,0,226,23,39,993,0,355,119,,63rdStreetWeatherStation201608250400
Oak Street Weather Station,,241,222,85,0,1,271,0,300,1,21,9932,-3,1,121,,OakStreetWeatherStation201608250400
